snapshot_date,portfolio_id,client_id,instrument_id,instrument_name,asset_class,sub_asset_class,sector,region,instrument_ccy,quantity,price_local,market_value_local,portfolio_ccy,market_value_base,market_value_usd,weight_pct,avg_cost_local,cost_basis_base,unrealised_pnl_base,unrealised_pnl_pct,lending_value_base,advance_rate_pct,liquidity_tier,valuation_date,acquired_date
2025-12-31,PF-0007,CL-0005,SYN-EQ-0006,Global Healthcare Equity Fund,Equity,Developed Market Equity,Health Care,Global,USD,15000,156.3,2344500.0,SGD,3024405.0,2344500.0,12.4379,128.6,2488410.0,535995.0,21.54,1965863.25,65.0,Daily,2025-12-31,2018-05-14
2025-12-31,PF-0007,CL-0005,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,30000,74.2,2226000.0,SGD,2226000.0,1725581.4,9.1545,68.9,2067000.0,159000.0,7.69,1335600.0,60.0,Daily,2025-12-31,2017-12-08
2025-12-31,PF-0007,CL-0005,SYN-EQ-0009,Global Listed Infrastructure Fund,Equity,Developed Market Equity,Utilities,Global,USD,14000,132.4,1853600.0,SGD,2391144.0,1853600.0,9.8336,112.4,2029944.0,361200.0,17.79,1554243.6,65.0,Daily,2025-12-31,2019-02-26
2025-12-31,PF-0007,CL-0005,SYN-EQ-0008,Global Energy Majors Equity Fund,Equity,Developed Market Equity,Energy,Global,USD,9000,189.6,1706400.0,SGD,2201256.0,1706400.0,9.0527,148.3,1721763.0,479493.0,27.85,1430816.4,65.0,Daily,2025-12-31,2021-03-09
2025-12-31,PF-0007,CL-0005,SYN-ST-0105,Sunrise Palm Resources Ltd,Equity,Single Stock,Consumer Staples,Southeast Asia,SGD,700000,3.42,2394000.0,SGD,2394000.0,1855813.95,9.8454,2.86,2002000.0,392000.0,19.58,1197000.0,50.0,Daily,2025-12-31,2016-08-19
2025-12-31,PF-0007,CL-0005,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,40000,97.4,3896000.0,SGD,3896000.0,3020155.04,16.0223,101.6,4064000.0,-168000.0,-4.13,3506400.0,90.0,Daily,2025-12-31,2020-06-30
2025-12-31,PF-0007,CL-0005,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,25000,102.4,2560000.0,SGD,3302400.0,2560000.0,13.5812,103.1,3324975.0,-22575.0,-0.68,2476800.0,75.0,Daily,2025-12-31,2019-09-12
2025-12-31,PF-0007,CL-0005,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,1500000,1.0,1500000.0,SGD,1500000.0,1162790.7,6.1688,1.0,1500000.0,0.0,0.0,1350000.0,90.0,Monthly,2025-12-31,2017-12-01
2026-02-27,PF-0007,CL-0005,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,12000,227.1,2725200.0,SGD,3570012.0,2725200.0,14.2874,164.2,2541816.0,1028196.0,40.45,2320507.8,65.0,Daily,2026-02-27,2017-12-08
2026-02-27,PF-0007,CL-0005,SYN-EQ-0006,Global Healthcare Equity Fund,Equity,Developed Market Equity,Health Care,Global,USD,15000,158.9,2383500.0,SGD,3122385.0,2383500.0,12.4959,128.6,2488410.0,633975.0,25.48,2029550.25,65.0,Daily,2026-02-27,2018-05-14
2026-02-27,PF-0007,CL-0005,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,30000,75.6,2268000.0,SGD,2268000.0,1731297.71,9.0767,68.9,2067000.0,201000.0,9.72,1360800.0,60.0,Daily,2026-02-27,2017-12-08
2026-02-27,PF-0007,CL-0005,SYN-EQ-0009,Global Listed Infrastructure Fund,Equity,Developed Market Equity,Utilities,Global,USD,14000,134.1,1877400.0,SGD,2459394.0,1877400.0,9.8426,112.4,2029944.0,429450.0,21.16,1598606.1,65.0,Daily,2026-02-27,2019-02-26
2026-02-27,PF-0007,CL-0005,SYN-EQ-0008,Global Energy Majors Equity Fund,Equity,Developed Market Equity,Energy,Global,USD,9000,195.3,1757700.0,SGD,2302587.0,1757700.0,9.2151,148.3,1721763.0,580824.0,33.73,1496681.55,65.0,Daily,2026-02-27,2021-03-09
2026-02-27,PF-0007,CL-0005,SYN-ST-0105,Sunrise Palm Resources Ltd,Equity,Single Stock,Consumer Staples,Southeast Asia,SGD,700000,3.51,2457000.0,SGD,2457000.0,1875572.52,9.833,2.86,2002000.0,455000.0,22.73,1228500.0,50.0,Daily,2026-02-27,2016-08-19
2026-02-27,PF-0007,CL-0005,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,40000,98.2,3928000.0,SGD,3928000.0,2998473.28,15.7201,101.6,4064000.0,-136000.0,-3.35,3535200.0,90.0,Daily,2026-02-27,2020-06-30
2026-02-27,PF-0007,CL-0005,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,25000,103.2,2580000.0,SGD,3379800.0,2580000.0,13.5261,103.1,3324975.0,54825.0,1.65,2534850.0,75.0,Daily,2026-02-27,2019-09-12
2026-02-27,PF-0007,CL-0005,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,1500000,1.0,1500000.0,SGD,1500000.0,1145038.17,6.0031,1.0,1500000.0,-0.0,-0.0,1350000.0,90.0,Monthly,2026-02-27,2017-12-01
2026-03-31,PF-0007,CL-0005,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,12000,223.0,2676000.0,SGD,3572460.0,2676000.0,13.8555,164.2,2541816.0,1030644.0,40.55,2322099.0,65.0,Daily,2026-03-31,2017-12-08
2026-03-31,PF-0007,CL-0005,SYN-EQ-0006,Global Healthcare Equity Fund,Equity,Developed Market Equity,Health Care,Global,USD,15000,160.2,2403000.0,SGD,3208005.0,2403000.0,12.442,128.6,2488410.0,719595.0,28.92,2085203.25,65.0,Daily,2026-03-31,2018-05-14
2026-03-31,PF-0007,CL-0005,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,30000,72.9,2187000.0,SGD,2187000.0,1638202.25,8.4821,68.9,2067000.0,120000.0,5.81,1312200.0,60.0,Daily,2026-03-31,2017-12-08
2026-03-31,PF-0007,CL-0005,SYN-EQ-0009,Global Listed Infrastructure Fund,Equity,Developed Market Equity,Utilities,Global,USD,14000,138.9,1944600.0,SGD,2596041.0,1944600.0,10.0685,112.4,2029944.0,566097.0,27.89,1687426.65,65.0,Daily,2026-03-31,2019-02-26
2026-03-31,PF-0007,CL-0005,SYN-EQ-0008,Global Energy Majors Equity Fund,Equity,Developed Market Equity,Energy,Global,USD,9000,242.7,2184300.0,SGD,2916040.5,2184300.0,11.3096,148.3,1721763.0,1194277.5,69.36,1895426.32,65.0,Daily,2026-03-31,2021-03-09
2026-03-31,PF-0007,CL-0005,SYN-ST-0105,Sunrise Palm Resources Ltd,Equity,Single Stock,Consumer Staples,Southeast Asia,SGD,700000,3.88,2716000.0,SGD,2716000.0,2034456.93,10.5338,2.86,2002000.0,714000.0,35.66,1358000.0,50.0,Daily,2026-03-31,2016-08-19
2026-03-31,PF-0007,CL-0005,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,40000,94.1,3764000.0,SGD,3764000.0,2819475.66,14.5984,101.6,4064000.0,-300000.0,-7.38,3387600.0,90.0,Daily,2026-03-31,2020-06-30
2026-03-31,PF-0007,CL-0005,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,25000,99.6,2490000.0,SGD,3324150.0,2490000.0,12.8924,103.1,3324975.0,-825.0,-0.02,2493112.5,75.0,Daily,2026-03-31,2019-09-12
2026-03-31,PF-0007,CL-0005,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,1500000,1.0,1500000.0,SGD,1500000.0,1123595.51,5.8176,1.0,1500000.0,0.0,0.0,1350000.0,90.0,Monthly,2026-03-31,2017-12-01
2026-06-30,PF-0007,CL-0005,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,12000,234.2,2810400.0,SGD,3779988.0,2810400.0,14.6236,164.2,2541816.0,1238172.0,48.71,2456992.2,65.0,Daily,2026-06-30,2017-12-08
2026-06-30,PF-0007,CL-0005,SYN-EQ-0006,Global Healthcare Equity Fund,Equity,Developed Market Equity,Health Care,Global,USD,15000,163.8,2457000.0,SGD,3304665.0,2457000.0,12.7847,128.6,2488410.0,816255.0,32.8,2148032.25,65.0,Daily,2026-06-30,2018-05-14
2026-06-30,PF-0007,CL-0005,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,30000,76.1,2283000.0,SGD,2283000.0,1697397.77,8.8322,68.9,2067000.0,216000.0,10.45,1369800.0,60.0,Daily,2026-06-30,2017-12-08
2026-06-30,PF-0007,CL-0005,SYN-EQ-0009,Global Listed Infrastructure Fund,Equity,Developed Market Equity,Utilities,Global,USD,14000,137.2,1920800.0,SGD,2583476.0,1920800.0,9.9946,112.4,2029944.0,553532.0,27.27,1679259.4,65.0,Daily,2026-06-30,2019-02-26
2026-06-30,PF-0007,CL-0005,SYN-EQ-0008,Global Energy Majors Equity Fund,Equity,Developed Market Equity,Energy,Global,USD,9000,229.4,2064600.0,SGD,2776887.0,2064600.0,10.7429,148.3,1721763.0,1055124.0,61.28,1804976.55,65.0,Daily,2026-06-30,2021-03-09
2026-06-30,PF-0007,CL-0005,SYN-ST-0105,Sunrise Palm Resources Ltd,Equity,Single Stock,Consumer Staples,Southeast Asia,SGD,700000,3.74,2618000.0,SGD,2618000.0,1946468.4,10.1282,2.86,2002000.0,616000.0,30.77,1309000.0,50.0,Daily,2026-06-30,2016-08-19
2026-06-30,PF-0007,CL-0005,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,40000,92.6,3704000.0,SGD,3704000.0,2753903.35,14.3296,101.6,4064000.0,-360000.0,-8.86,3333600.0,90.0,Daily,2026-06-30,2020-06-30
2026-06-30,PF-0007,CL-0005,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,25000,98.1,2452500.0,SGD,3298612.5,2452500.0,12.7613,103.1,3324975.0,-26362.5,-0.79,2473959.38,75.0,Daily,2026-06-30,2019-09-12
2026-06-30,PF-0007,CL-0005,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,1500000,1.0,1500000.0,SGD,1500000.0,1115241.64,5.803,1.0,1500000.0,0.0,0.0,1350000.0,90.0,Monthly,2026-06-30,2017-12-01
2026-08-26,PF-0007,CL-0005,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,12000,238.0,2856000.0,SGD,3861312.0,2856000.0,14.7211,164.2,2541816.0,1319496.0,51.91,2509852.8,65.0,Daily,2026-08-26,2017-12-08
2026-08-26,PF-0007,CL-0005,SYN-EQ-0006,Global Healthcare Equity Fund,Equity,Developed Market Equity,Health Care,Global,USD,15000,166.1,2491500.0,SGD,3368508.0,2491500.0,12.8423,128.6,2488410.0,880098.0,35.37,2189530.2,65.0,Daily,2026-08-26,2018-05-14
2026-08-26,PF-0007,CL-0005,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,30000,76.9,2307000.0,SGD,2307000.0,1706360.95,8.7953,68.9,2067000.0,240000.0,11.61,1384200.0,60.0,Daily,2026-08-26,2017-12-08
2026-08-26,PF-0007,CL-0005,SYN-EQ-0009,Global Listed Infrastructure Fund,Equity,Developed Market Equity,Utilities,Global,USD,14000,139.8,1957200.0,SGD,2646134.4,1957200.0,10.0883,112.4,2029944.0,616190.4,30.36,1719987.36,65.0,Daily,2026-08-26,2019-02-26
2026-08-26,PF-0007,CL-0005,SYN-EQ-0008,Global Energy Majors Equity Fund,Equity,Developed Market Equity,Energy,Global,USD,9000,239.9,2159100.0,SGD,2919103.2,2159100.0,11.129,148.3,1721763.0,1197340.2,69.54,1897417.08,65.0,Daily,2026-08-26,2021-03-09
2026-08-26,PF-0007,CL-0005,SYN-ST-0105,Sunrise Palm Resources Ltd,Equity,Single Stock,Consumer Staples,Southeast Asia,SGD,700000,3.81,2667000.0,SGD,2667000.0,1972633.14,10.1678,2.86,2002000.0,665000.0,33.22,1333500.0,50.0,Daily,2026-08-26,2016-08-19
2026-08-26,PF-0007,CL-0005,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,40000,91.8,3672000.0,SGD,3672000.0,2715976.33,13.9993,101.6,4064000.0,-392000.0,-9.65,3304800.0,90.0,Daily,2026-08-26,2020-06-30
2026-08-26,PF-0007,CL-0005,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,25000,97.3,2432500.0,SGD,3288740.0,2432500.0,12.5382,103.1,3324975.0,-36235.0,-1.09,2466555.0,75.0,Daily,2026-08-26,2019-09-12
2026-08-26,PF-0007,CL-0005,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,1500000,1.0,1500000.0,SGD,1500000.0,1109467.46,5.7187,1.0,1500000.0,0.0,0.0,1350000.0,90.0,Monthly,2026-08-26,2017-12-01
2025-12-31,PF-0008,CL-0006,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,60000,97.4,5844000.0,SGD,5844000.0,4530232.56,23.5386,100.9,6054000.0,-210000.0,-3.47,5259600.0,90.0,Daily,2025-12-31,2020-03-11
2025-12-31,PF-0008,CL-0006,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,45000,74.2,3339000.0,SGD,3339000.0,2588372.09,13.4489,64.2,2889000.0,450000.0,15.58,2003400.0,60.0,Daily,2025-12-31,2020-02-14
2025-12-31,PF-0008,CL-0006,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,30000,118.5,3555000.0,SGD,3555000.0,2755813.95,14.3189,124.7,3741000.0,-186000.0,-4.97,1955250.0,55.0,Daily,2025-12-31,2020-02-14
2025-12-31,PF-0008,CL-0006,SYN-AL-0305,Asia Real Estate Opportunity Fund III,Alternatives,Private Real Estate,Real Estate,Asia,SGD,2600,1150.0,2990000.0,SGD,2990000.0,2317829.46,12.0432,1000.0,2600000.0,390000.0,15.0,0.0,0.0,Illiquid,2025-12-31,2021-07-01
2025-12-31,PF-0008,CL-0006,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,2800000,1.0,2800000.0,SGD,2800000.0,2170542.64,11.2779,1.0,2800000.0,0.0,0.0,2520000.0,90.0,Monthly,2025-12-31,2020-02-01
2025-12-31,PF-0008,CL-0006,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,4500,218.4,982800.0,SGD,1267812.0,982800.0,5.1065,182.4,1058832.0,208980.0,19.74,824077.8,65.0,Daily,2025-12-31,2021-04-22
2025-12-31,PF-0008,CL-0006,SYN-EQ-0020,Asia ex-Japan Equity Fund,Equity,Emerging Market Equity,Diversified,Asia ex-Japan,USD,12000,96.4,1156800.0,SGD,1492272.0,1156800.0,6.0106,88.6,1371528.0,120744.0,8.8,895363.2,60.0,Daily,2025-12-31,2021-04-22
2025-12-31,PF-0008,CL-0006,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,12000,102.4,1228800.0,SGD,1585152.0,1228800.0,6.3847,102.8,1591344.0,-6192.0,-0.39,1188864.0,75.0,Daily,2025-12-31,2022-08-05
2025-12-31,PF-0008,CL-0006,SYN-AL-0302,Orchard Private Credit Fund II,Alternatives,Private Credit,Corporate,Global,USD,1400,1082.0,1514800.0,SGD,1954092.0,1514800.0,7.8707,1000.0,1806000.0,148092.0,8.2,0.0,0.0,Quarterly Gate,2025-12-31,2023-06-15
2026-02-27,PF-0008,CL-0006,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,60000,98.2,5892000.0,SGD,5892000.0,4497709.92,23.4018,100.9,6054000.0,-162000.0,-2.68,5302800.0,90.0,Daily,2026-02-27,2020-03-11
2026-02-27,PF-0008,CL-0006,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,45000,75.6,3402000.0,SGD,3402000.0,2596946.56,13.512,64.2,2889000.0,513000.0,17.76,2041200.0,60.0,Daily,2026-02-27,2020-02-14
2026-02-27,PF-0008,CL-0006,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,30000,119.1,3573000.0,SGD,3573000.0,2727480.92,14.1912,124.7,3741000.0,-168000.0,-4.49,1965150.0,55.0,Daily,2026-02-27,2020-02-14
2026-02-27,PF-0008,CL-0006,SYN-AL-0305,Asia Real Estate Opportunity Fund III,Alternatives,Private Real Estate,Real Estate,Asia,SGD,2600,1150.0,2990000.0,SGD,2990000.0,2282442.75,11.8756,1000.0,2600000.0,390000.0,15.0,0.0,0.0,Illiquid,2026-02-27,2021-07-01
2026-02-27,PF-0008,CL-0006,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,2800000,1.0,2800000.0,SGD,2800000.0,2137404.58,11.121,1.0,2800000.0,0.0,0.0,2520000.0,90.0,Monthly,2026-02-27,2020-02-01
2026-02-27,PF-0008,CL-0006,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,4500,227.1,1021950.0,SGD,1338754.5,1021950.0,5.3172,182.4,1058832.0,279922.5,26.44,870190.43,65.0,Daily,2026-02-27,2021-04-22
2026-02-27,PF-0008,CL-0006,SYN-EQ-0020,Asia ex-Japan Equity Fund,Equity,Emerging Market Equity,Diversified,Asia ex-Japan,USD,12000,98.8,1185600.0,SGD,1553136.0,1185600.0,6.1687,88.6,1371528.0,181608.0,13.24,931881.6,60.0,Daily,2026-02-27,2021-04-22
2026-02-27,PF-0008,CL-0006,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,12000,103.2,1238400.0,SGD,1622304.0,1238400.0,6.4434,102.8,1591344.0,30960.0,1.95,1216728.0,75.0,Daily,2026-02-27,2022-08-05
2026-02-27,PF-0008,CL-0006,SYN-AL-0302,Orchard Private Credit Fund II,Alternatives,Private Credit,Corporate,Global,USD,1400,1094.0,1531600.0,SGD,2006396.0,1531600.0,7.969,1000.0,1806000.0,200396.0,11.1,0.0,0.0,Quarterly Gate,2026-02-27,2023-06-15
2026-03-31,PF-0008,CL-0006,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,60000,94.1,5646000.0,SGD,5646000.0,4229213.48,22.9895,100.9,6054000.0,-408000.0,-6.74,5081400.0,90.0,Daily,2026-03-31,2020-03-11
2026-03-31,PF-0008,CL-0006,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,45000,72.9,3280500.0,SGD,3280500.0,2457303.37,13.3576,64.2,2889000.0,391500.0,13.55,1968300.0,60.0,Daily,2026-03-31,2020-02-14
2026-03-31,PF-0008,CL-0006,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,30000,113.8,3414000.0,SGD,3414000.0,2557303.37,13.9012,124.7,3741000.0,-327000.0,-8.74,1877700.0,55.0,Daily,2026-03-31,2020-02-14
2026-03-31,PF-0008,CL-0006,SYN-AL-0305,Asia Real Estate Opportunity Fund III,Alternatives,Private Real Estate,Real Estate,Asia,SGD,2600,1122.0,2917200.0,SGD,2917200.0,2185168.54,11.8783,1000.0,2600000.0,317200.0,12.2,0.0,0.0,Illiquid,2026-03-31,2021-07-01
2026-03-31,PF-0008,CL-0006,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,2800000,1.0,2800000.0,SGD,2800000.0,2097378.28,11.4011,1.0,2800000.0,0.0,0.0,2520000.0,90.0,Monthly,2026-03-31,2020-02-01
2026-03-31,PF-0008,CL-0006,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,4500,223.0,1003500.0,SGD,1339672.5,1003500.0,5.4549,182.4,1058832.0,280840.5,26.52,870787.12,65.0,Daily,2026-03-31,2021-04-22
2026-03-31,PF-0008,CL-0006,SYN-EQ-0020,Asia ex-Japan Equity Fund,Equity,Emerging Market Equity,Diversified,Asia ex-Japan,USD,12000,94.5,1134000.0,SGD,1513890.0,1134000.0,6.1643,88.6,1371528.0,142362.0,10.38,908334.0,60.0,Daily,2026-03-31,2021-04-22
2026-03-31,PF-0008,CL-0006,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,12000,99.6,1195200.0,SGD,1595592.0,1195200.0,6.497,102.8,1591344.0,4248.0,0.27,1196694.0,75.0,Daily,2026-03-31,2022-08-05
2026-03-31,PF-0008,CL-0006,SYN-AL-0302,Orchard Private Credit Fund II,Alternatives,Private Credit,Corporate,Global,USD,1400,1098.0,1537200.0,SGD,2052162.0,1537200.0,8.356,1000.0,1806000.0,246162.0,13.63,0.0,0.0,Quarterly Gate,2026-03-31,2023-06-15
2026-06-30,PF-0008,CL-0006,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,60000,92.6,5556000.0,SGD,5556000.0,4130855.02,22.5907,100.9,6054000.0,-498000.0,-8.23,5000400.0,90.0,Daily,2026-06-30,2020-03-11
2026-06-30,PF-0008,CL-0006,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,45000,76.1,3424500.0,SGD,3424500.0,2546096.65,13.924,64.2,2889000.0,535500.0,18.54,2054700.0,60.0,Daily,2026-06-30,2020-02-14
2026-06-30,PF-0008,CL-0006,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,30000,111.9,3357000.0,SGD,3357000.0,2495910.78,13.6495,124.7,3741000.0,-384000.0,-10.26,1846350.0,55.0,Daily,2026-06-30,2020-02-14
2026-06-30,PF-0008,CL-0006,SYN-AL-0305,Asia Real Estate Opportunity Fund III,Alternatives,Private Real Estate,Real Estate,Asia,SGD,2600,1122.0,2917200.0,SGD,2917200.0,2168921.93,11.8613,1000.0,2600000.0,317200.0,12.2,0.0,0.0,Illiquid,2026-06-30,2021-07-01
2026-06-30,PF-0008,CL-0006,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,2800000,1.0,2800000.0,SGD,2800000.0,2081784.39,11.3848,1.0,2800000.0,0.0,0.0,2520000.0,90.0,Monthly,2026-06-30,2020-02-01
2026-06-30,PF-0008,CL-0006,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,4500,234.2,1053900.0,SGD,1417495.5,1053900.0,5.7635,182.4,1058832.0,358663.5,33.87,921372.08,65.0,Daily,2026-06-30,2021-04-22
2026-06-30,PF-0008,CL-0006,SYN-EQ-0020,Asia ex-Japan Equity Fund,Equity,Emerging Market Equity,Diversified,Asia ex-Japan,USD,12000,97.8,1173600.0,SGD,1578492.0,1173600.0,6.4181,88.6,1371528.0,206964.0,15.09,947095.2,60.0,Daily,2026-06-30,2021-04-22
2026-06-30,PF-0008,CL-0006,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,12000,98.1,1177200.0,SGD,1583334.0,1177200.0,6.4378,102.8,1591344.0,-8010.0,-0.5,1187500.5,75.0,Daily,2026-06-30,2022-08-05
2026-06-30,PF-0008,CL-0006,SYN-AL-0302,Orchard Private Credit Fund II,Alternatives,Private Credit,Corporate,Global,USD,1400,1041.0,1457400.0,SGD,1960203.0,1457400.0,7.9702,1000.0,1806000.0,154203.0,8.54,0.0,0.0,Quarterly Gate,2026-06-30,2023-06-15
2026-08-26,PF-0008,CL-0006,SYN-FI-0211,Singapore Government Securities 2.75% due 2036,Fixed Income,Government Bond,Sovereign,Singapore,SGD,60000,91.8,5508000.0,SGD,5508000.0,4073964.5,22.5417,100.9,6054000.0,-546000.0,-9.02,4957200.0,90.0,Daily,2026-08-26,2020-03-11
2026-08-26,PF-0008,CL-0006,SYN-EQ-0023,ASEAN Equity Fund,Equity,Emerging Market Equity,Diversified,Southeast Asia,SGD,45000,76.9,3460500.0,SGD,3460500.0,2559541.42,14.1622,64.2,2889000.0,571500.0,19.78,2076300.0,60.0,Daily,2026-08-26,2020-02-14
2026-08-26,PF-0008,CL-0006,SYN-EQ-0024,Singapore REIT Income Fund,Equity,Real Estate Securities,Real Estate,Singapore,SGD,30000,110.2,3306000.0,SGD,3306000.0,2445266.27,13.5299,124.7,3741000.0,-435000.0,-11.63,1818300.0,55.0,Daily,2026-08-26,2020-02-14
2026-08-26,PF-0008,CL-0006,SYN-AL-0305,Asia Real Estate Opportunity Fund III,Alternatives,Private Real Estate,Real Estate,Asia,SGD,2600,1084.0,2818400.0,SGD,2818400.0,2084615.38,11.5344,1000.0,2600000.0,218400.0,8.4,0.0,0.0,Illiquid,2026-08-26,2021-07-01
2026-08-26,PF-0008,CL-0006,SYN-CA-0602,SGD Fixed Deposit 3M,Cash and Equivalents,Deposit,Cash,Singapore,SGD,2800000,1.0,2800000.0,SGD,2800000.0,2071005.92,11.4591,1.0,2800000.0,0.0,0.0,2520000.0,90.0,Monthly,2026-08-26,2020-02-01
2026-08-26,PF-0008,CL-0006,SYN-EQ-0001,Global Developed Equity Index Fund,Equity,Developed Market Equity,Diversified,Global,USD,4500,238.0,1071000.0,SGD,1447992.0,1071000.0,5.926,182.4,1058832.0,389160.0,36.75,941194.8,65.0,Daily,2026-08-26,2021-04-22
2026-08-26,PF-0008,CL-0006,SYN-EQ-0020,Asia ex-Japan Equity Fund,Equity,Emerging Market Equity,Diversified,Asia ex-Japan,USD,12000,99.3,1191600.0,SGD,1611043.2,1191600.0,6.5933,88.6,1371528.0,239515.2,17.46,966625.92,60.0,Daily,2026-08-26,2021-04-22
2026-08-26,PF-0008,CL-0006,SYN-FI-0203,Global Investment Grade Corporate Bond Fund,Fixed Income,Investment Grade Credit,Corporate,Global,USD,12000,97.3,1167600.0,SGD,1578595.2,1167600.0,6.4605,102.8,1591344.0,-12748.8,-0.8,1183946.4,75.0,Daily,2026-08-26,2022-08-05
2026-08-26,PF-0008,CL-0006,SYN-AL-0302,Orchard Private Credit Fund II,Alternatives,Private Credit,Corporate,Global,USD,1400,1006.0,1408400.0,SGD,1904156.8,1408400.0,7.7928,1000.0,1806000.0,98156.8,5.44,0.0,0.0,Quarterly Gate,2026-08-26,2023-06-15
